Wall time,Step,Value
1682530045.053561,0,0.011846551671624184
1682530547.615594,1,0.01038140244781971
1682531045.9613242,2,0.00978769175708294
1682531542.7177453,3,0.009885392151772976
1682532036.7970445,4,0.00981637742370367
1682532531.4678051,5,0.009458857588469982
1682533029.2727518,6,0.009257545694708824
1682533524.6075885,7,0.00933325756341219
1682534021.1929076,8,0.009266914799809456
1682534518.3327792,9,0.009162534028291702
1682535015.1615973,10,0.009227569214999676
1682535512.0829594,11,0.009184460155665874
1682536007.9374557,12,0.00915815494954586
1682536505.1731358,13,0.009003225713968277
1682537001.2995481,14,0.008899935521185398
1682537500.1522791,15,0.008913636207580566
1682537999.5268013,16,0.00892220064997673
1682538496.8484097,17,0.008684518747031689
1682538992.565481,18,0.008791223168373108
1682539487.6775267,19,0.008740806952118874
1682539981.0879726,20,0.0087236063554883
1682540475.9532144,21,0.008649742230772972
1682540970.6786594,22,0.00841242540627718
1682541466.8290195,23,0.008447251282632351
1682541960.285516,24,0.008352747187018394
1682542455.0496185,25,0.008354567922651768
1682542952.0662615,26,0.008142857812345028
1682543447.8694828,27,0.008266563527286053
1682543943.1725311,28,0.00810890644788742
1682544439.6441348,29,0.008127993904054165
1682544932.4943392,30,0.008072745986282825
1682545427.82014,31,0.007959771901369095
1682545923.6742988,32,0.008008901961147785
1682546420.1381488,33,0.00796178262680769
1682546914.5319974,34,0.007854452356696129
1682547411.6894171,35,0.007916445843875408
1682547904.3051221,36,0.0077572595328092575
1682548395.834212,37,0.007594284135848284
1682548892.2874727,38,0.007624585647135973
1682549387.4301312,39,0.00757572939619422
1682549883.522154,40,0.007629911415278912
1682550381.3877223,41,0.007515323348343372
1682550876.3043551,42,0.0074938093312084675
1682551370.975588,43,0.00754043273627758
1682551866.0165365,44,0.0073455385863780975
1682552361.8789668,45,0.007252222392708063
1682552855.7715986,46,0.007324749603867531
1682553350.376864,47,0.007278537843376398
1682553847.0606472,48,0.0071448395028710365
1682554343.25467,49,0.007365421392023563
1682554839.5563679,50,0.0070624747313559055
1682555332.5122015,51,0.007116375956684351
1682555827.1262085,52,0.006944050081074238
1682556321.6367004,53,0.007057272829115391
1682556815.9188275,54,0.006897629238665104
1682557312.4519584,55,0.007056023925542831
1682557808.4366055,56,0.006987032014876604
1682558306.1170485,57,0.006906101945787668
1682558801.5822096,58,0.0067924680188298225
1682559299.240142,59,0.00666334293782711
1682559793.2383504,60,0.006682916544377804
1682560291.6172903,61,0.006694725714623928
1682560787.7168205,62,0.006775070447474718
1682561282.9263093,63,0.006743322126567364
1682561779.9510295,64,0.006619197782129049
1682562275.6050308,65,0.00670137582346797
1682562770.9790256,66,0.006593037862330675
1682563267.007883,67,0.006532181985676289
1682563763.039456,68,0.006488755811005831
1682564257.9737513,69,0.0065538715571165085
1682564756.189381,70,0.006579818669706583
1682565250.8982608,71,0.0064085121266543865
1682565747.0801332,72,0.006470869295299053
1682566242.7349837,73,0.006359269842505455
1682566739.7243602,74,0.0064761159010231495
1682567235.3282526,75,0.00640582712367177
1682567731.9133697,76,0.006341102067381144
1682568226.72945,77,0.0062246061861515045
1682568721.2176514,78,0.006322265602648258
1682569218.8460608,79,0.006288807839155197
1682569716.0864553,80,0.00634936336427927
1682570211.6762054,81,0.006041814107447863
1682570707.977822,82,0.006151776295155287
1682571205.3697953,83,0.006200592499226332
1682571702.2070801,84,0.006226490717381239
1682572198.7769673,85,0.005992657970637083
1682572692.5406346,86,0.0060571180656552315
1682573189.7664962,87,0.006047023925930262
1682573685.8614907,88,0.006026626098901033
1682574182.608259,89,0.006052860990166664
1682574677.4176795,90,0.005997292697429657
1682575173.3387628,91,0.005851242691278458
1682575670.7506888,92,0.005900296848267317
1682576168.6893582,93,0.005793806631118059
1682576666.8317552,94,0.00583548191934824
1682577165.2160304,95,0.005828000605106354
1682577661.716831,96,0.005843773018568754
1682578159.9667327,97,0.00588559964671731
1682578656.3913152,98,0.005807582754641771
1682579154.7056062,99,0.005734269507229328
1682579652.729147,100,0.005808727815747261
1682580149.4749074,101,0.0057965838350355625
1682580646.8677855,102,0.005749741103500128
1682581145.5245883,103,0.005820834543555975
1682581642.0284867,104,0.005675379652529955
1682582139.1903527,105,0.0055768610909581184
1682582635.3280334,106,0.0055677806958556175
1682583132.6049597,107,0.005561135709285736
1682583628.4705522,108,0.005554800853133202
1682584124.839682,109,0.005532639566808939
1682584620.1477952,110,0.005583866033703089
1682585117.128599,111,0.00545747485011816
1682585614.1555347,112,0.0055282628163695335
1682586111.2657862,113,0.005539914593100548
1682586608.536369,114,0.005419604480266571
